message_id,phone_clean,sent_at_brt,status,campaign_tag
wa_04330378,5547971195091,2023-06-25 01:12:10,delivered,[WA] - BLK_FRIDAY_23 - Batch A
wa_27435715,5595974688115,2023-09-12 16:42:15,failed,[WA] - RETENTION_PHASE1 - Retargeting
wa_940733b1,5514920946987,2023-01-14 03:50:32,failed,[WA] - CREDIT_LIMIT_UP - V1
wa_f8d9e789,5514920946987,2023-05-18 18:06:21,delivered,[WA] - RETENTION_PHASE1 - Batch A
wa_ecb775ea,5514920946987,2023-03-30 00:45:22,delivered,[WA] - WELCOME_JOURNEY - V1
wa_aad7442b,5514920946987,2023-04-16 10:59:42,read,[WA] - WELCOME_JOURNEY - V1
wa_c9e656d5,5591941119079,2023-08-21 00:05:11,read,[WA] - RETENTION_PHASE1 - V1
wa_2e31c27d,5518977783458,2023-06-14 18:51:31,failed,[WA] - CASHBACK_OFFER - Retargeting
wa_306ad81f,5518977783458,2023-11-27 12:03:57,read,[WA] - LOAN_OFFER - Retargeting
wa_77fe743b,5517955767808,2023-10-16 23:24:31,delivered,[WA] - CREDIT_LIMIT_UP - V1
wa_d5e1d27e,5511920044387,2023-01-16 00:29:52,failed,[WA] - BLK_FRIDAY_23 - Batch A
wa_87209770,5511920044387,2023-05-02 05:17:18,read,[WA] - CASHBACK_OFFER - V1
wa_52d572f3,5511920044387,2023-10-19 15:03:47,read,[WA] - LOAN_OFFER - Retargeting
wa_e901e497,5511920044387,2023-05-09 05:17:18,failed,[WA] - LOAN_OFFER - V1
wa_8f242c14,5553976788698,2023-09-09 08:43:14,read,[WA] - LOAN_OFFER - Batch A
wa_a8f33161,5560902633213,2023-09-14 22:43:31,read,[WA] - CASHBACK_OFFER - Retargeting
wa_714883f0,5560902633213,2023-02-20 14:11:56,delivered,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_8c05b5fb,5560902633213,2023-09-11 22:43:31,read,[WA] - LOAN_OFFER - Batch A
wa_90b32d00,5560902633213,2023-09-09 22:43:31,delivered,[WA] - WELCOME_JOURNEY - Retargeting
wa_f2767857,5582945844484,2023-06-11 02:30:51,delivered,[WA] - BLK_FRIDAY_23 - Batch A
wa_43bef9d7,5582945844484,2023-06-08 02:30:51,delivered,[WA] - BLK_FRIDAY_23 - Retargeting
wa_40524e81,5582945844484,2023-09-11 18:43:18,read,[WA] - CASHBACK_OFFER - V1
wa_d6051253,5582945844484,2023-06-06 02:30:51,failed,[WA] - RETENTION_PHASE1 - Batch A
wa_217f3270,5578962075382,2023-10-31 00:39:59,read,[WA] - RETENTION_PHASE1 - V1
wa_af705990,5570952752658,2023-02-24 13:05:40,failed,[WA] - BLK_FRIDAY_23 - Retargeting
wa_6ad83937,5570952752658,2023-02-06 20:18:10,delivered,[WA] - CASHBACK_OFFER - Batch A
wa_a965b983,5570952752658,2023-05-24 11:03:33,delivered,[WA] - LOAN_OFFER - Batch A
wa_37b7f24e,5570952752658,2023-10-05 17:32:28,delivered,[WA] - RETENTION_PHASE1 - V1
wa_4ecb3b69,5563992824317,2023-01-02 21:30:56,read,[WA] - BLK_FRIDAY_23 - Batch A
wa_74b47cf2,5563992824317,2023-01-04 21:30:56,failed,[WA] - CASHBACK_OFFER - V1
wa_56dc94e5,5563992824317,2022-12-27 21:30:56,read,[WA] - WELCOME_JOURNEY - Retargeting
wa_e16f3693,5563992824317,2023-01-03 21:30:56,failed,[WA] - WELCOME_JOURNEY - Retargeting
wa_b9874db0,5513907926578,2023-12-08 01:23:45,read,[WA] - CASHBACK_OFFER - Batch A
wa_d6f3149b,5513907926578,2023-12-11 01:23:45,read,[WA] - CASHBACK_OFFER - V1
wa_26b2ab73,5587924781157,2023-11-08 02:37:01,failed,[WA] - CASHBACK_OFFER - V1
wa_572e4acd,5587924781157,2023-01-12 20:29:50,delivered,[WA] - RETENTION_PHASE1 - Retargeting
wa_259def6f,5587924781157,2023-06-27 07:36:49,read,[WA] - RETENTION_PHASE1 - Retargeting
wa_17bcbdb1,5556951848843,2023-04-28 06:37:25,failed,[WA] - BLK_FRIDAY_23 - Retargeting
wa_8fdaecaf,5556951848843,2023-09-05 23:03:22,read,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_9bf44f0a,5556951848843,2023-10-18 11:52:52,read,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_96f7cdbb,5556951848843,2023-08-15 23:57:05,delivered,[WA] - RETENTION_PHASE1 - V1
wa_99068fa9,5520901629783,2023-06-17 10:01:37,delivered,[WA] - BLK_FRIDAY_23 - Retargeting
wa_3815bdb3,5520901629783,2023-07-13 01:54:44,delivered,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_a88f2dfb,5520901629783,2023-06-27 14:34:25,delivered,[WA] - RETENTION_PHASE1 - Retargeting
wa_64418501,5520901629783,2023-08-15 08:45:08,delivered,[WA] - RETENTION_PHASE1 - Retargeting
wa_0d028554,5593961591793,2023-05-03 17:37:59,delivered,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_5521c3df,5563926494057,2023-03-09 09:53:09,read,[WA] - CASHBACK_OFFER - Retargeting
wa_4ffefde4,5563926494057,2023-03-06 09:53:09,delivered,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_4e8320db,5563926494057,2023-03-12 09:53:09,delivered,[WA] - CREDIT_LIMIT_UP - V1
wa_142a8925,5563926494057,2023-02-18 20:49:49,read,[WA] - LOAN_OFFER - Retargeting
wa_9b25bab8,5533992022458,2023-11-29 20:27:49,read,[WA] - RETENTION_PHASE1 - V1
wa_3ad11573,5533992022458,2023-01-12 02:31:41,read,[WA] - WELCOME_JOURNEY - Batch A
wa_c74376b5,5563935064978,2023-10-03 02:28:21,read,[WA] - CASHBACK_OFFER - Batch A
wa_15e199c2,5563935064978,2023-07-31 14:48:24,delivered,[WA] - CASHBACK_OFFER - Retargeting
wa_14772a4a,5563935064978,2023-08-08 21:51:35,read,[WA] - LOAN_OFFER - Batch A
wa_824770bc,5583916313881,2023-02-04 15:27:10,read,[WA] - CASHBACK_OFFER - Retargeting
wa_fa2b30a4,5583916313881,2023-06-01 10:16:23,delivered,[WA] - LOAN_OFFER - Retargeting
wa_899a0277,5556992048043,2023-05-27 18:49:35,failed,[WA] - CASHBACK_OFFER - Batch A
wa_a76f14be,5556992048043,2023-08-12 22:06:13,delivered,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_6ed67d3e,5535953748561,2023-04-12 06:55:36,read,[WA] - CASHBACK_OFFER - Batch A
wa_0eb83b0b,5535953748561,2023-02-03 07:03:07,read,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_2116f3d6,5535953748561,2023-12-05 21:46:42,failed,[WA] - LOAN_OFFER - V1
wa_6188a7c1,5516909589970,2023-08-25 17:32:55,delivered,[WA] - BLK_FRIDAY_23 - Retargeting
wa_c86873dd,5516909589970,2023-07-30 19:52:38,read,[WA] - CASHBACK_OFFER - Batch A
wa_8ef763ad,5516909589970,2023-03-03 03:08:56,read,[WA] - CREDIT_LIMIT_UP - Batch A
wa_16c72247,5595967745631,2023-12-13 03:04:07,read,[WA] - CASHBACK_OFFER - V1
wa_45161a47,5534999947343,2023-12-17 12:56:52,read,[WA] - CASHBACK_OFFER - Retargeting
wa_0528e9cb,5543907749672,2023-01-22 20:17:38,delivered,[WA] - WELCOME_JOURNEY - Batch A
wa_20bed483,5543907749672,2023-10-11 23:50:41,read,[WA] - WELCOME_JOURNEY - Retargeting
wa_e073e076,5543907749672,2023-11-01 21:14:09,delivered,[WA] - WELCOME_JOURNEY - V1
wa_d2205cb2,5520927042525,2023-10-29 14:54:18,failed,[WA] - BLK_FRIDAY_23 - V1
wa_009bad4a,5520927042525,2023-10-28 14:54:18,read,[WA] - CASHBACK_OFFER - Batch A
wa_9452dc5d,5520927042525,2023-10-20 14:54:18,read,[WA] - LOAN_OFFER - Retargeting
wa_2adec142,5554987674147,2023-08-03 02:04:18,delivered,[WA] - CREDIT_LIMIT_UP - Batch A
wa_bee507c5,5581946996836,2023-02-01 03:31:27,delivered,[WA] - CASHBACK_OFFER - Batch A
wa_14336602,5581946996836,2023-12-26 16:20:13,read,[WA] - RETENTION_PHASE1 - Batch A
wa_3866ac4a,5581946996836,2023-03-15 23:05:11,failed,[WA] - WELCOME_JOURNEY - Batch A
wa_e775e673,5559927929145,2023-04-26 04:51:45,read,[WA] - LOAN_OFFER - Retargeting
wa_78dd3528,5559927929145,2023-01-27 08:00:11,delivered,[WA] - WELCOME_JOURNEY - V1
wa_2b8b13be,5524956694966,2023-07-02 10:50:05,delivered,[WA] - BLK_FRIDAY_23 - Batch A
wa_155d67f3,5524956694966,2023-02-14 17:34:57,read,[WA] - LOAN_OFFER - V1
wa_7cee030b,5524956694966,2023-08-31 06:23:45,failed,[WA] - RETENTION_PHASE1 - Retargeting
wa_3e59dadd,5524956694966,2023-09-23 17:26:43,read,[WA] - WELCOME_JOURNEY - V1
wa_c7dc297d,5519984472549,2023-05-16 13:53:20,delivered,[WA] - WELCOME_JOURNEY - Batch A
wa_fc32a299,5578963453635,2023-05-28 16:28:10,failed,[WA] - BLK_FRIDAY_23 - Retargeting
wa_96da7375,5578963453635,2023-03-20 08:05:03,read,[WA] - LOAN_OFFER - Batch A
wa_512537c4,5597908835462,2023-11-25 06:31:20,failed,[WA] - CREDIT_LIMIT_UP - Batch A
wa_3d484254,5597908835462,2023-10-09 22:27:01,failed,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_cab0c3b7,5597908835462,2023-02-12 02:27:30,delivered,[WA] - RETENTION_PHASE1 - Retargeting
wa_f4500301,5561972593409,2023-10-04 18:14:29,failed,[WA] - BLK_FRIDAY_23 - Batch A
wa_b3a46bca,5561972593409,2023-05-15 10:36:41,delivered,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_889b35c5,5582900986420,2023-12-02 07:48:40,delivered,[WA] - BLK_FRIDAY_23 - V1
wa_4411aa0c,5528975857468,2023-05-01 07:33:01,failed,[WA] - BLK_FRIDAY_23 - V1
wa_6d07c603,5528975857468,2023-02-21 15:21:05,read,[WA] - CASHBACK_OFFER - V1
wa_8515d881,5539991873097,2023-10-12 00:20:44,delivered,[WA] - BLK_FRIDAY_23 - V1
wa_dc5f7b0c,5548970214311,2023-07-01 06:54:57,failed,[WA] - BLK_FRIDAY_23 - Batch A
wa_484dc181,5548970214311,2023-07-02 06:54:57,delivered,[WA] - BLK_FRIDAY_23 - Retargeting
wa_fa81e84f,5548970214311,2023-03-01 22:47:08,failed,[WA] - CREDIT_LIMIT_UP - V1
wa_c2e3a0a5,5548970214311,2023-06-30 06:54:57,read,[WA] - LOAN_OFFER - Retargeting
wa_100373b7,5543990511228,2023-03-03 04:46:25,read,[WA] - CREDIT_LIMIT_UP - V1
wa_73290cb1,5543990511228,2023-03-21 04:24:05,failed,[WA] - LOAN_OFFER - Batch A
wa_100f5d30,5523980429956,2023-03-05 20:39:55,failed,[WA] - CASHBACK_OFFER - Batch A
wa_383b12fd,5523980429956,2023-10-03 13:19:56,read,[WA] - CREDIT_LIMIT_UP - Batch A
wa_d8308706,5523980429956,2023-03-07 20:39:55,read,[WA] - LOAN_OFFER - V1
wa_f4ef4a54,5523980429956,2023-04-16 12:18:10,delivered,[WA] - LOAN_OFFER - V1
wa_93079c20,5579958672221,2023-02-22 03:35:34,failed,[WA] - BLK_FRIDAY_23 - V1
wa_4aaff80b,5579958672221,2023-04-11 00:15:20,read,[WA] - BLK_FRIDAY_23 - V1
wa_d3583468,5579958672221,2023-07-15 00:51:10,delivered,[WA] - CREDIT_LIMIT_UP - V1
wa_b969f6bf,5579958672221,2023-03-02 07:24:12,read,[WA] - LOAN_OFFER - Batch A
wa_GAB_1,5556985461419,2023-10-15 11:30:00,read,[WA] - WHATS_WINNER - GABARITO
wa_704b79d6,5566987924395,2023-10-10 15:24:25,delivered,[WA] - CASHBACK_OFFER - Retargeting
wa_95a23644,5566987924395,2023-08-09 05:54:35,delivered,[WA] - CREDIT_LIMIT_UP - Batch A
wa_e84426a4,5566987924395,2023-05-19 04:12:52,read,[WA] - CREDIT_LIMIT_UP - V1
wa_ad103059,5566987924395,2023-09-07 16:04:11,read,[WA] - LOAN_OFFER - Retargeting
wa_d1ec25d2,5569941728872,2023-10-13 16:11:42,read,[WA] - CASHBACK_OFFER - V1
wa_103de79b,5569941728872,2023-05-12 16:07:27,delivered,[WA] - LOAN_OFFER - V1
wa_ac8e8238,5581930319258,2023-05-13 15:22:52,read,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_b33c8509,5581930319258,2023-08-06 11:38:56,read,[WA] - CREDIT_LIMIT_UP - V1
wa_b1658084,5581930319258,2023-06-05 19:40:00,read,[WA] - LOAN_OFFER - V1
wa_b7b19b7b,5581930319258,2023-07-19 13:19:24,delivered,[WA] - LOAN_OFFER - V1
wa_b88eb2ea,5558990769893,2023-04-17 06:38:12,delivered,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_9b9d28ca,5541910135993,2023-01-30 11:38:58,failed,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_0aa4f66e,5541910135993,2023-07-04 21:39:07,read,[WA] - CREDIT_LIMIT_UP - V1
wa_66e1606c,5543912937541,2023-06-16 21:09:10,delivered,[WA] - LOAN_OFFER - V1
wa_8767f4dd,5543912937541,2023-06-11 21:09:10,delivered,[WA] - WELCOME_JOURNEY - Retargeting
wa_fa204f27,5540965822375,2023-06-12 00:29:38,delivered,[WA] - BLK_FRIDAY_23 - Batch A
wa_96b15a6a,5540965822375,2023-04-24 02:30:30,read,[WA] - CASHBACK_OFFER - Retargeting
wa_af20512c,5540965822375,2023-04-20 04:47:50,read,[WA] - LOAN_OFFER - V1
wa_23b23f1e,5540965822375,2023-03-25 00:11:45,failed,[WA] - WELCOME_JOURNEY - Retargeting
wa_28214fb9,5517950346854,2023-05-24 19:39:26,failed,[WA] - CASHBACK_OFFER - Retargeting
wa_7483fceb,5517950346854,2023-05-19 19:39:26,delivered,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_3fa5ecaa,5517950346854,2023-06-15 02:05:29,delivered,[WA] - WELCOME_JOURNEY - Batch A
wa_c430ec44,5528977242346,2023-06-20 16:50:55,delivered,[WA] - CASHBACK_OFFER - Retargeting
wa_f3557e2f,5528977242346,2023-11-16 20:38:14,delivered,[WA] - CASHBACK_OFFER - Retargeting
wa_faad520c,5528977242346,2023-10-23 12:42:59,failed,[WA] - CASHBACK_OFFER - V1
wa_97e844ae,5551903326849,2023-12-12 14:49:47,failed,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_6904523f,5551903326849,2023-03-27 15:32:27,read,[WA] - LOAN_OFFER - Retargeting
wa_19a32202,5551903326849,2023-12-19 14:49:47,delivered,[WA] - LOAN_OFFER - V1
wa_a2c11847,5558970646164,2023-02-10 19:25:15,read,[WA] - CASHBACK_OFFER - Batch A
wa_198356d9,5558970646164,2023-06-28 11:24:10,read,[WA] - CASHBACK_OFFER - Batch A
wa_88c60dbd,5558970646164,2023-05-19 02:13:29,delivered,[WA] - CASHBACK_OFFER - V1
wa_b0bfa2a1,5558970646164,2023-11-07 18:55:26,read,[WA] - LOAN_OFFER - Batch A
wa_CASE_1,5597987042652,2023-10-15 11:30:00,read,[WA] - WHATS_CAMPAIGN - Final
wa_f7a25146,5557929272012,2023-11-08 06:45:50,read,[WA] - LOAN_OFFER - Retargeting
wa_813134ca,5540981363203,2023-04-18 19:19:14,failed,[WA] - LOAN_OFFER - Batch A
wa_1ac790d7,5540981363203,2023-03-02 13:16:30,failed,[WA] - LOAN_OFFER - V1
wa_7438ed39,5577921955181,2023-12-28 04:38:25,delivered,[WA] - CREDIT_LIMIT_UP - V1
wa_c9106f70,5559976531592,2023-07-18 19:22:45,read,[WA] - BLK_FRIDAY_23 - Batch A
wa_6b173467,5559976531592,2023-04-23 21:04:02,delivered,[WA] - LOAN_OFFER - V1
wa_b96ea297,5541926402267,2023-07-17 23:24:56,read,[WA] - CASHBACK_OFFER - Batch A
wa_c5b56581,5541926402267,2023-08-14 19:03:26,delivered,[WA] - LOAN_OFFER - Batch A
wa_fa8f4f4c,5541926402267,2023-08-08 19:03:26,delivered,[WA] - LOAN_OFFER - Retargeting
wa_93843034,5535955812114,2023-05-21 17:06:21,failed,[WA] - BLK_FRIDAY_23 - Batch A
wa_263fefb5,5535955812114,2023-08-06 14:43:30,delivered,[WA] - RETENTION_PHASE1 - Batch A
wa_adefb223,5589949976766,2023-03-17 13:46:13,read,[WA] - BLK_FRIDAY_23 - V1
wa_9cac732f,5589949976766,2023-03-13 13:46:13,read,[WA] - LOAN_OFFER - Batch A
wa_c8ad31a9,5589949976766,2023-02-23 22:04:09,read,[WA] - RETENTION_PHASE1 - Batch A
wa_bfa6802d,5584937491341,2023-11-01 06:17:18,read,[WA] - BLK_FRIDAY_23 - V1
wa_4ba73a1f,5584937491341,2023-03-27 14:46:50,delivered,[WA] - CREDIT_LIMIT_UP - Batch A
wa_95ed83d9,5584937491341,2023-02-04 21:08:22,delivered,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_82f0c4cf,5588997073114,2023-09-03 15:41:32,failed,[WA] - WELCOME_JOURNEY - Batch A
wa_17a832bf,5596982259214,2023-01-05 11:37:31,failed,[WA] - CASHBACK_OFFER - Batch A
wa_d48b22f0,5596982259214,2023-01-01 11:37:31,delivered,[WA] - CREDIT_LIMIT_UP - V1
wa_31ecf801,5533927194906,2023-04-29 16:38:37,delivered,[WA] - RETENTION_PHASE1 - Retargeting
wa_64d1508e,5513927217819,2023-04-28 03:55:08,read,[WA] - CREDIT_LIMIT_UP - Batch A
wa_a634b0d8,5513927217819,2023-02-21 23:25:11,failed,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_9fe6438c,5513927217819,2023-08-23 00:26:20,read,[WA] - WELCOME_JOURNEY - V1
wa_b2aebf0d,5571904763006,2023-06-02 05:30:38,failed,[WA] - CASHBACK_OFFER - Retargeting
wa_f14d206f,5571904763006,2023-07-21 05:40:25,read,[WA] - RETENTION_PHASE1 - V1
wa_c07d130e,5560992879519,2023-11-13 04:53:35,delivered,[WA] - CASHBACK_OFFER - Retargeting
wa_9dcf0875,5592914889261,2023-02-01 18:58:52,failed,[WA] - RETENTION_PHASE1 - V1
wa_6c19c8c4,5592914889261,2023-03-08 12:18:06,read,[WA] - WELCOME_JOURNEY - Batch A
wa_e2b2fe5e,5576948409519,2023-09-07 18:18:47,read,[WA] - RETENTION_PHASE1 - Batch A
wa_7c88098d,5557915943179,2023-09-07 03:05:21,delivered,[WA] - LOAN_OFFER - Retargeting
wa_04e8cde8,5557915943179,2023-08-02 03:19:02,read,[WA] - WELCOME_JOURNEY - Batch A
wa_3769c6a8,5579933452255,2023-08-20 04:17:05,delivered,[WA] - WELCOME_JOURNEY - Retargeting
wa_5d3432c5,5579933452255,2023-08-23 04:17:05,read,[WA] - WELCOME_JOURNEY - V1
wa_6fa06a2e,5579933452255,2023-08-24 04:17:05,failed,[WA] - WELCOME_JOURNEY - V1
wa_9d62e676,5579933452255,2023-12-10 21:47:32,read,[WA] - WELCOME_JOURNEY - V1
wa_00866982,5550960375195,2023-12-02 19:29:52,failed,[WA] - LOAN_OFFER - V1
wa_94c2d09e,5550960375195,2023-01-08 01:59:28,delivered,[WA] - RETENTION_PHASE1 - Batch A
wa_df1a2667,5566968976898,2023-10-15 04:56:02,read,[WA] - LOAN_OFFER - V1
wa_f0010068,5535916604297,2023-01-07 13:31:51,delivered,[WA] - LOAN_OFFER - V1
wa_0fed3472,5535916604297,2023-01-07 13:31:51,read,[WA] - RETENTION_PHASE1 - Retargeting
wa_6f15cf49,5594906546427,2023-04-12 20:02:19,delivered,[WA] - BLK_FRIDAY_23 - Batch A
wa_8a08ba92,5594906546427,2023-04-13 20:02:19,read,[WA] - CASHBACK_OFFER - Retargeting
wa_99805360,5594906546427,2023-07-27 12:12:11,failed,[WA] - LOAN_OFFER - Retargeting
wa_a587595f,5594906546427,2023-04-12 20:02:19,delivered,[WA] - RETENTION_PHASE1 - V1
wa_ebe42eb9,5591938068109,2023-09-29 02:25:47,failed,[WA] - CASHBACK_OFFER - Retargeting
wa_d02a6232,5591938068109,2023-10-05 02:25:47,read,[WA] - CREDIT_LIMIT_UP - V1
wa_b4eaf043,5591938068109,2023-10-04 02:25:47,delivered,[WA] - LOAN_OFFER - V1
wa_caff28fc,5591938068109,2023-10-08 02:25:47,delivered,[WA] - RETENTION_PHASE1 - Retargeting
wa_2a628660,5526996568716,2023-05-25 18:30:02,read,[WA] - CREDIT_LIMIT_UP - V1
wa_d9ccb08b,5526996568716,2023-07-31 07:02:58,read,[WA] - LOAN_OFFER - Retargeting
wa_00782a85,5526996568716,2023-04-11 01:38:43,read,[WA] - LOAN_OFFER - V1
wa_510a0057,5526996568716,2023-05-01 07:34:21,read,[WA] - RETENTION_PHASE1 - Retargeting
wa_a75e8758,5585946175217,2023-05-28 00:50:56,read,[WA] - CREDIT_LIMIT_UP - Batch A
wa_0c9c56c0,5585946175217,2023-03-21 06:06:17,failed,[WA] - CREDIT_LIMIT_UP - V1
wa_97194dce,5585946175217,2023-10-11 08:25:34,failed,[WA] - LOAN_OFFER - V1
wa_93d4e644,5585946175217,2023-11-09 23:26:11,failed,[WA] - LOAN_OFFER - V1
wa_25dd0a04,5583976153326,2023-11-22 00:52:42,failed,[WA] - LOAN_OFFER - Retargeting
wa_2806d041,5511905379538,2023-08-13 04:13:46,read,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_2715a7d1,5511905379538,2023-10-16 16:04:40,failed,[WA] - CREDIT_LIMIT_UP - V1
wa_51e4bd38,5571924066760,2023-01-11 22:11:15,read,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_4b713560,5538912843301,2023-05-15 14:25:54,delivered,[WA] - CASHBACK_OFFER - Retargeting
wa_b951e29c,5538912843301,2023-04-13 21:05:12,read,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_4c921da3,5538912843301,2023-03-23 00:14:48,failed,[WA] - RETENTION_PHASE1 - Batch A
wa_ba735feb,5584993437359,2023-07-19 14:27:10,read,[WA] - RETENTION_PHASE1 - V1
wa_003368f8,5575965979217,2023-04-10 16:01:29,delivered,[WA] - BLK_FRIDAY_23 - Retargeting
wa_bf2618ae,5575965979217,2023-07-09 02:12:40,read,[WA] - RETENTION_PHASE1 - Batch A
wa_65c7e926,5575965979217,2023-03-11 22:15:13,read,[WA] - RETENTION_PHASE1 - V1
wa_62d8277c,5575965979217,2023-12-19 19:41:36,read,[WA] - WELCOME_JOURNEY - Retargeting
wa_0473d77f,5556931996356,2023-03-12 18:20:39,read,[WA] - BLK_FRIDAY_23 - V1
wa_36ddad60,5556931996356,2023-04-16 03:02:24,delivered,[WA] - CASHBACK_OFFER - Batch A
wa_0686a794,5556931996356,2023-12-15 15:27:02,delivered,[WA] - CREDIT_LIMIT_UP - Batch A
wa_6959f82e,5512963365000,2023-02-10 19:05:55,failed,[WA] - CASHBACK_OFFER - V1
wa_c2adc540,5529990786465,2023-06-11 12:48:24,read,[WA] - LOAN_OFFER - Batch A
wa_c1f795f5,5547918821353,2023-11-08 09:05:39,delivered,[WA] - CREDIT_LIMIT_UP - Batch A
wa_1b50e08f,5547918821353,2023-02-13 18:55:50,read,[WA] - WELCOME_JOURNEY - V1
wa_9c173b57,5519995882636,2023-05-25 23:52:05,delivered,[WA] - CASHBACK_OFFER - Batch A
wa_49612e4c,5519995882636,2023-08-03 16:27:30,failed,[WA] - CASHBACK_OFFER - Retargeting
wa_d7201246,5519995882636,2023-05-25 00:51:55,read,[WA] - LOAN_OFFER - Batch A
wa_160cbd9b,5519995882636,2023-08-04 16:27:30,failed,[WA] - LOAN_OFFER - V1
wa_0a5092b0,5591937847776,2023-03-17 00:48:40,delivered,[WA] - LOAN_OFFER - Batch A
wa_545f75a1,5591937847776,2023-03-21 00:48:40,delivered,[WA] - RETENTION_PHASE1 - Retargeting
wa_5f7424a1,5539978188966,2023-01-29 17:52:31,delivered,[WA] - LOAN_OFFER - V1
wa_ed92a7d7,5539978188966,2023-02-04 17:52:31,failed,[WA] - RETENTION_PHASE1 - Batch A
wa_c05d6b76,5539978188966,2023-01-28 17:52:31,failed,[WA] - WELCOME_JOURNEY - V1
wa_fb39f7a3,5539978188966,2023-02-06 17:52:31,read,[WA] - WELCOME_JOURNEY - V1
wa_528f4e6a,5587924809722,2023-07-19 11:23:29,read,[WA] - CREDIT_LIMIT_UP - Batch A
wa_7311b048,5587924809722,2023-05-16 16:16:35,failed,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_56685fb4,5587924809722,2023-01-26 23:12:56,delivered,[WA] - WELCOME_JOURNEY - Retargeting
wa_cc7432b8,5514950217884,2023-03-23 12:38:20,read,[WA] - BLK_FRIDAY_23 - Batch A
